codigo;descricao
S653;TRAUMATISMO DO ARCO PALMAR PROFUNDO
S654;TRAUMATISMO DE VASO(S) SANGUINEO(S) DO POLEGAR
S655;TRAUMATISMO DE VASO(S) SANGUINEO(S) DE OUTRO DEDO
S657;TRAUMATISMO DE VASOS SANGUINEOS MULTIPLOS AO NIVEL DE PUNHO E DA MAO
S658;TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DO PUNHO E DE MAO
S659;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO AO NIVEL DO PUNHO E DA MAO
S660;TRAUMATISMO DO MUSCULO FLEXOR LONGO E TENDAO DO POLEGAR AO NIVEL DO PUNHO E DA MAO
S661;TRAUMATISMO DO MUSCULO FLEXOR E TENDAO DE OUTRO DEDO AO NIVEL DO PUNHO E DA MAO
S662;TRAUMATISMO DO MUSCULO EXTENSOR E TENDAO DO POLEGAR AO NIVEL DO PUNHO E DA MAO
S663;TRAUMATISMO DO MUSCULO EXTENSOR E TENDAO DE OUTRO DEDO AO NIVEL DO PUNHO E DA MAO
S664;TRAUMATISMO DO MUSCULO INTRINSECO E TENDAO DO POLEGAR AO NIVEL DO PUNHO E DA MAO
S665;TRAUMATISMO DO MUSCULO INTRINSECO E TENDAO DE OUTRO DEDO AO NIVEL DO PUNHO E DA MAO
S666;TRAUMATISMO DE MUSCULOS FLEXORES E TENDOES MULTIPLOS AO NIVEL DO PUNHO E DA MAO
S667;TRAUMATISMO DE MUSCULOS EXTENSORES E TENDOES MULTIPLOS AO NIVEL DO PUNHO E DA MAO
S668;TRAUMATISMO DE OUTROS MUSCULOS E TENDOES AO NIVEL DO PUNHO E DA MAO
S669;TRAUMATISMO DE MUSCULO E TENDAO NAO ESPECIFICADO AO NIVEL DO PUNHO E DA MAO
S670;LESAO POR ESMAGAMENTO DO POLEGAR E DE OUTRO(S) DEDO(S)
S678;LESAO POR ESMAGAMENTO DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DO PUNHO E DA MAO
S680;AMPUTACAO TRAUMATICA DO POLEGAR (COMPLETA) (PARCIAL)
S681;AMPUTACAO TRAUMATICA DE UM OUTRO DEDO APENAS (COMPLETA) (PARCIAL)
S682;AMPUTACAO TRAUMATICA DE DOIS OU MAIS DEDOS SOMENTE (COMPLETA) (PARCIAL)
S683;AMPUTACAO TRAUMATICA COMBINADA DE (PARTES DE) DEDO(S) ASSOCIADA A OUTRAS PARTES DO PUNHO E DA MAO
S684;AMPUTACAO TRAUMATICA DA MAO AO NIVEL DO PUNHO
S688;AMPUTACAO TRAUMATICA DE OUTRAS PARTES DO PUNHO E DA MAO
S689;AMPUTACAO TRAUMATICA DO PUNHO E DA MAO, NIVEL NAO ESPECIFICADO
S697;TRAUMATISMOS MULTIPLOS DO PUNHO E DA MAO
S698;OUTROS TRAUMATISMOS ESPECIFICADOS DO PUNHO E DA MAO
S699;TRAUMATISMO NAO ESPECIFICADOS DO PUNHO E DA MAO
S700;CONTUSAO DO QUADRIL
S701;CONTUSAO DA COXA
S707;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO QUADRIL E DA COXA
S708;OUTROS TRAUMATISMOS SUPERFICIAIS DO QUADRIL E DA COXA
S709;TRAUMATISMO SUPERFICIAL NAO ESPECIFICADO DO QUADRIL E DA COXA
S710;FERIMENTO DO QUADRIL
S711;FERIMENTO DA COXA
S717;FERIMENTOS MULTIPLOS DO QUADRIL E DA COXA
S718;FERIMENTOS DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DA CINTURA PELVICA
S720;FRATURA DO COLO DO FEMUR
S721;FRATURA PERTROCANTERICA
S722;FRATURA SUBTROCANTERICA
S723;FRATURA DA DIAFISE DO FEMUR
S724;FRATURA DA EXTREMIDADE DISTAL DO FEMUR
S727;FRATURAS MULTIPLAS DO FEMUR
S728;FRATURAS DE OUTRAS PARTES DO FEMUR
S729;FRATURA DO FEMUR, PARTE NAO ESPECIFICADA
S730;LUXACAO DA ARTICULACAO DO QUADRIL
S731;ENTORSE E DISTENSAO DO QUADRIL
S740;TRAUMATISMO DO NERVO CIATICO AO NIVEL DO QUADRIL E DA COXA
S741;TRAUMATISMO DO NERVO FEMURAL AO NIVEL DO QUADRIL E DA COXA
S742;TRAUMATISMO DO NERVO SENSITIVO CUTANEO AO NIVEL DO QUADRIL E DA COXA
S747;TRAUMATISMO DE NERVOS MULTIPLOS AO NIVEL DO QUADRIL E DA COXA
S748;TRAUMATISMO DE OUTROS NERVOS AO NIVEL DO QUADRIL E DA COXA
S749;TRAUMATISMO DE NERVO NAO ESPECIFICADO AO NIVEL DO QUADRIL E DA COXA
S750;TRAUMATISMO DA ARTERIA FEMURAL
S751;TRAUMATISMO DA VEIA FEMURAL AO NIVEL DO QUADRIL E DA COXA
S752;TRAUMATISMO DA VEIA GRANDE SAFENA AO NIVEL DO QUADRIL E DA COXA
S757;TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DO QUADRIL E DA COXA
S758;TRAUMATISMO DE OUTROS VASO SANGUINEOS AO NIVEL DO QUADRIL E DA COXA
S759;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO AO NIVEL DO QUADRIL E DA COXA
S760;TRAUMATISMO DO MUSCULO E DO TENDAO DO QUADRIL
S761;TRAUMATISMO DO MUSCULO E DO TENDAO DO QUADRICEPS
S762;TRAUMATISMO DO MUSCULO E DO TENDAO DO ADUTOR DA COXA
S763;TRAUMATISMO DO MUSCULO E DO TENDAO DOS MUSCULOS POSTERIORES AO NIVEL DA COXA
S764;TRAUMATISMO DE OUTROS MUSCULOS E TENDOES E OS NAO ESPECIFICADOS AO NIVEL DA COXA
S767;TRAUMATISMO DE MULTIPLOS MUSCULOS E TENDOES AO NIVEL DO QUADRIL E DA COXA
S770;LESAO POR ESMAGAMENTO DO QUADRIL
S771;LESAO POR ESMAGAMENTO DA COXA
S772;LESAO POR ESMAGAMENTO DO QUADRIL E DA COXA
S780;AMPUTACAO TRAUMATICA NA ARTICULACAO DO QUADRIL
S781;AMPUTACAO TRAUMATICA LOCALIZADA ENTRE O JOELHO E O QUADRIL
S789;AMPUTACAO TRAUMATICA DO QUADRIL E COXA NIVEL NAO ESPECIFICADO
S797;TRAUMATISMOS MULTIPLOS DO QUADRIL E DA COXA
S798;OUTROS TRAUMATISMOS ESPECIFICADOS DO QUADRIL E DA COXA
S799;TRAUMATISMO NAO ESPECIFICADO DO QUADRIL E DA COXA
S800;CONTUSAO DO JOELHO
S801;CONTUSAO DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DA PERNA
S807;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DA PERNA
S808;OUTROS TRAUMATISMOS SUPERFICIAIS DA PERNA
S809;TRAUMATISMO SUPERFICIAL NAO ESPECIFICADO DA PERNA
S810;FERIMENTO DO JOELHO
S817;FERIMENTOS MULTIPLOS DA PERNA
S818;FERIMENTO DE OUTRAS PARTES DA PERNA
S819;FERIMENTO DA PERNA, PARTE NAO ESPECIFICADA
S820;FRATURA DA ROTULA [PATELA]
S821;FRATURA DA EXTREMIDADE PROXIMAL DA TIBIA
S822;FRATURA DA DIAFISE DA TIBIA
S823;FRATURA DA EXTREMIDADE DISTAL DA TIBIA
S824;FRATURA DO PERONIO [FIBULA]
S825;FRATURA DO MALEOLO MEDIAL
S826;FRATURA DO MALEOLO LATERAL
S827;FRATURAS MULTIPLAS DA PERNA
S828;FRATURA DE OUTRAS PARTES DA PERNA
S829;FRATURA DA PERNA, PARTE NAO ESPECIFICADA
S830;LUXACAO DA ROTULA [PATELA]
S831;LUXACAO DO JOELHO
S832;RUPTURA DO MENISCO, ATUAL
S833;RUPTURA ATUAL DA CARTILAGEM DA ARTICULACAO DO JOELHO
S834;ENTORSE E DISTENSAO ENVOLVENDO LIGAMENTO COLATERAL (PERONIAL) (TIBIAL) DO JOELHO
S835;ENTORSE E DISTENSAO ENVOLVENDO LIGAMENTO CRUZADO (ANTERIOR) (POSTERIOR) DO JOELHO
S836;ENTORSE E DISTENSAO DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DO JOELHO
S837;TRAUMATISMO DE ESTRUTURAS MULTIPLAS DO JOELHO
S840;TRAUMATISMO DO NERVO TIBIAL AO NIVEL DA PERNA
S841;TRAUMATISMO DO NERVO PERONIAL AO NIVEL DA PERNA
S842;TRAUMATISMO DO NERVO CUTANEO SENSITIVO AO NIVEL DA PERNA
S847;TRAUMATISMO DE MULTIPLOS NERVOS AO NIVEL DA PERNA
S848;TRAUMATISMO DE OUTROS NERVOS AO NIVEL DA PERNA
S849;TRAUMATISMO DE NERVO NAO ESPECIFICADO AO NIVEL DA PERNA
S850;TRAUMATISMO DA ARTERIA POPLITEA
S851;TRAUMATISMO DA ARTERIA TIBIAL (ANTERIOR) (POSTERIOR)
S852;TRAUMATISMO DA ARTERIA PERONIAL
S853;TRAUMATISMO DA VEIA GRANDE SAFENA AO NIVEL DA PERNA
S854;TRAUMATISMO DA VEIA SAFENA MENOR AO NIVEL DA PERNA
S855;TRAUMATISMO DA VEIA POPLITEA
S857;TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DA PERNA
S858;TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DA PERNA
S859;TRAUMATISMO DE VASOS SANGUINEOS NAO ESPECIFICADOS AO NIVEL DA PERNA
S860;TRAUMATISMO DO TENDAO DE AQUILES
S861;TRAUMATISMO DE OUTRO(S) MUSCULO(S) E TENDAO(OES) DO GRUPO MUSCULAR POSTERIOR AO NIVEL DA PERNA
S862;TRAUMATISMO DO(S) MUSCULO(S) E TENDAO(OES) DO GRUPO MUSCULAR ANTERIOR AO NIVEL DA PERNA
S863;TRAUMATISMO DO(S) MUSCULO(S) E TENDAO(OES) DO GRUPO MUSCULAR PERONIAL AO NIVEL DA PERNA
S867;TRAUMATISMO DE MULTIPLOS MUSCULOS E TENDOES AO NIVEL DA PERNA
S868;TRAUMATISMOS DE OUTROS MUSCULOS E TENDOES AO NIVEL DA PERNA
S869;TRAUMATISMO DE MUSCULO E DE TENDAO NAO ESPECIFICADO AO NIVEL DA PERNA
S870;TRAUMATISMO POR ESMAGAMENTO DO JOELHO
S878;TRAUMATISMO POR ESMAGAMENTO DE OUTRA PARTE E DE PARTES NAO ESPECIFICADAS DA PERNA
S880;AMPUTACAO TRAUMATICA AO NIVEL DO JOELHO
S881;AMPUTACAO TRAUMATICA ENTRE O JOELHO E O TORNOZELO
S889;AMPUTACAO TRAUMATICA DA PERNA AO NIVEL NAO ESPECIFICADO
S890;TRAUMATISMOS MULTIPLOS DA PERNA
S898;OUTROS TRAUMATISMOS ESPECIFICADOS DA PERNA
S899;TRAUMATISMO NAO ESPECIFICADO DA PERNA
S900;CONTUSAO DO TORNOZELO
S901;CONTUSAO DE ARTELHO SEM LESAO DA UNHA
S902;CONTUSAO DE ARTELHO(S) COM LESAO DA UNHA
S903;CONTUSAO DE OUTRAS PARTES E PARTES NAO ESPECIFICADAS DO PE
S907;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO TORNOZELO E DO PE
S908;OUTROS TRAUMATISMOS SUPERFICIAIS DO TORNOZELO E DO PE
S909;TRAUMATISMO SUPERFICIAL DO TORNOZELO E DO PE, NAO ESPECIFICADO
S910;FERIMENTO DO TORNOZELO
S911;FERIMENTO DO(S) ARTELHO(S) SEM LESAO DA UNHA
S912;FERIMENTO DO(S) ARTELHO(S) COM LESAO DA UNHA
S913;FERIMENTO DE OUTRAS PARTES DO PE
S917;FERIMENTOS MULTIPLOS DO TORNOZELO E DO PE
S920;FRATURA DO CALCANEO
S921;FRATURA DO ASTRAGALO
S922;FRATURA DE OUTROS OSSOS DO TARSO
S923;FRATURA DE OSSOS DO METATARSO
S924;FRATURA DO HALUX
S925;FRATURA DE OUTRO ARTELHO
S927;FRATURAS MULTIPLAS DO PE
S929;FRATURA DO PE NAO ESPECIFICADA
S930;LUXACAO DA ARTICULACAO DO TORNOZELO
S931;LUXACAO DO(S) ARTELHO(S)
S932;RUPTURA DE LIGAMENTOS AO NIVEL DO TORNOZELO E DO PE
S933;LUXACAO DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DO PE
S934;ENTORSE E DISTENSAO DO TORNOZELO
S935;ENTORSE E DISTENSAO DO(S) ARTELHO(S)
S936;ENTORSE E DISTENSAO DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DO PE
S940;TRAUMATISMO DO NERVO PLANTAR EXTERNO (LATERAL)
S941;TRAUMATISMO DO NERVO PLANTAR INTERNO (MEDIAL)
S942;TRAUMATISMO NERVO PERONIAL [FIBULAR] PROFUNDO AO NIVEL DO TORNOZELO E DO PE
S943;TRAUMATISMO DO NERVO SENSITIVO CUTANEO AO NIVEL DO TORNOZELO E DO PE
S947;TRAUMATISMO DE MULTIPLOS NERVOS AO NIVEL DO TORNOZELO E DO PE
S948;TRAUMATISMO DE OUTROS NERVOS AO NIVEL DO TORNOZELO E DO PE
S949;TRAUMATISMO DE NERVO NAO ESPECIFICADO, AO NIVEL DO TORNOZELO E DO PE
S950;TRAUMATISMO DA ARTERIA DORSAL DO PE
S951;TRAUMATISMO DA ARTERIA PLANTAR DO PE
S952;TRAUMATISMO DA VEIA DORSAL DO PE
S957;TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DO TORNOZELO E DO PE
S958;TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DO TORNOZELO E DO PE
S959;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO AO NIVEL DO TORNOZELO E DO PE
S960;TRAUMATISMO DO MUSCULO E TENDAO DO MUSCULO FLEXOR LONGO DO(S) ARTELHO(S) AO NIVEL DO TORNOZELO E DO PE
S961;TRAUMATISMO DO MUSCULO E TENDAO DO EXTENSOR LONGO DO(S) ARTELHO(S) AO NIVEL DO TORNOZELO E DO PE
S962;TRAUMATISMO DE MUSCULO INTRINSECO E TENDAO AO NIVEL DO TORNOZELO E DO PE
S967;TRAUMATISMO DE MULTIPLOS MUSCULOS E TENDOES AO NIVEL DO TORNOZELO E DO PE
S968;TRAUMATISMO DE OUTROS TENDOES E MUSCULOS AO NIVEL DO TORNOZELO E DO PE
S969;TRAUMATISMO DE MUSCULO E TENDAO NAO ESPECIFICADOS DO TORNOZELO E DO PE
S970;LESAO POR ESMAGAMENTO DO TORNOZELO
S971;LESAO POR ESMAGAMENTO DO(S) ARTELHO(S)
S978;LESAO POR ESMAGAMENTO DE OUTRAS PARTES DO TORNOZELO E DO PE
S980;AMPUTACAO TRAUMATICA DO PE AO NIVEL DO TORNOZELO
S981;AMPUTACAO TRAUMATICA DE APENAS UM ARTELHO
S982;AMPUTACAO TRAUMATICA DE DOIS OU MAIS ARTELHOS
S983;AMPUTACAO TRAUMATICA DE OUTRAS PARTES DO PE
S984;AMPUTACAO TRAUMATICA DO PE AO NIVEL NAO ESPECIFICADO
S997;TRAUMATISMOS MULTIPLOS DO TORNOZELO E DO PE
S998;OUTROS TRAUMATISMOS ESPECIFICADOS DO TORNOZELO E DO PE
S999;TRAUMATISMOS NAO ESPECIFICADOS DO TORNOZELO E DO PE
T000;TRAUMATISMOS SUPERFICIAIS ENVOLVENDO A CABECA COM O PESCOCO
T001;TRAUMATISMOS SUPERFICIAIS ENVOLVENDO O TORAX COM O ABDOME, PARTE INFERIOR DO DORSO E DA PELVE
T002;TRAUMATISMOS SUPERFICIAIS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES)
T003;TRAUMATISMOS SUPERFICIAIS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) INFERIOR(ES)
T006;TRAUMATISMOS SUPERFICIAIS ENVOLVENDO REGIOES MULTIPLAS DOS MEMBROS SUPERIORES COM MEMBRO(S) INFERIORES
T008;TRAUMATISMOS SUPERFICIAIS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
T009;TRAUMATISMOS SUPERFICIAIS MULTIPLOS NAO ESPECIFICADOS
T010;FERIMENTOS ENVOLVENDO A CABECA COM O PESCOCO
T011;FERIMENTOS ENVOLVENDO O TORAX COM O ABDOME, PARTE INFERIOR DO DORSO E DA PELVE
T012;FERIMENTOS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES)
T013;FERIMENTOS ENVOLVENDO MULTIPLAS REGIOES DO(S) MEMBRO(S) INFERIOR(ES)
T016;FERIMENTOS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES) COM MEMBRO(S) INFERIOR(ES)
T018;FERIMENTOS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
T019;FERIMENTOS MULTIPLOS NAO ESPECIFICADOS
T020;FRATURAS ENVOLVENDO CABECA COM PESCOCO
T021;FRATURAS ENVOLVENDO TORAX COM PARTE INFERIOR DO DORSO E DA PELVE
T022;FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE UM MEMBRO SUPERIOR
T023;FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE UM MEMBRO INFERIOR
T024;FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE AMBOS OS MEMBROS SUPERIORES
T025;FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE AMBOS OS MEMBROS INFERIORES
T026;FRATURAS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES) COM INFERIOR(ES)
T027;FRATURAS ENVOLVENDO TORAX COM PARTE INFERIOR DO DORSO E PELVE COM MEMBRO(S)
T028;FRATURAS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
T029;FRATURAS MULTIPLAS NAO ESPECIFICADAS
T030;LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO A CABECA COM O PESCOCO
T031;LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO TORAX COM PARTE INFERIOR DO DORSO E DA PELVE
T032;LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO REGIOES MULTIPLAS DE MEMBRO(S) SUPERIOR(ES)
T033;LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) INFERIOR(ES)
T034;LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO REGIOES MULTIPLAS DOS MEMBROS SUPERIORES COM INFERIORES
T038;LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
T039;LUXACOES, ENTORSES E DISTENSOES MULTIPLAS, NAO ESPECIFICADAS
T040;TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO A CABECA COM O PESCOCO
T041;TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO TORAX COM O ABDOME, PARTE INFERIOR DO DORSO E DA PELVE
T042;TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES)
T043;TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) INFERIOR(ES)
T044;TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES) COM INFERIOR(ES)
T047;TRAUMATISMO POR ESMAGAMENTO DO TORAX COM ABDOME, PARTE INFERIOR DO DORSO, PELVE E MEMBRO(S)
T048;TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
T049;TRAUMATISMO MULTIPLOS POR ESMAGAMENTO NAO ESPECIFICADOS
T050;AMPUTACAO TRAUMATICA DE AMBAS AS MAOS
T051;AMPUTACAO TRAUMATICA DE UMA MAO E DE UM OUTRO BRACO [QUALQUER NIVEL, EXCETO MAO]
T052;AMPUTACAO TRAUMATICA DE AMBOS OS BRACOS [QUALQUER NIVEL]
T053;AMPUTACAO TRAUMATICA DE AMBOS OS PES
T054;AMPUTACAO TRAUMATICA DE UM PE E OUTRA PERNA [QUALQUER NIVEL, EXCETO PE]
T055;AMPUTACAO TRAUMATICA DE AMBAS AS PERNAS [QUALQUER NIVEL]
T056;AMPUTACAO TRAUMATICA DE MEMBROS SUPERIORES E INFERIORES, QUALQUER COMBINACAO [QUALQUER NIVEL]
T058;AMPUTACOES TRAUMATICAS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
T059;AMPUTACOES TRAUMATICAS MULTIPLAS NAO ESPECIFICADAS
T060;TRAUMATISMOS DE CEREBRO E NERVOS CRANIANOS COM TRAUMATISMOS DE NERVOS E DA MEDULA ESPINHAL AO NIVEL DO PESCOCO
T061;TRAUMATISMOS DE NERVOS E DA MEDULA ESPINHAL ENVOLVENDO OUTRAS REGIOES MULTIPLAS DO CORPO
T062;TRAUMATISMOS DE NERVOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO
T063;TRAUMATISMOS DE VASOS SANGUINEOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO
T064;TRAUMATISMOS DE MUSCULOS E DE TENDOES ENVOLVENDO REGIOES MULTIPLAS DO CORPO
T065;TRAUMATISMOS DE ORGAOS INTRATORACICOS COM ORGAOS INTRA-ABDOMINAIS E PELVICOS
T068;OUTROS TRAUMATISMOS ESPECIFICADOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO
T07;TRAUMATISMOS MULTIPLOS NAO ESPECIFICADOS
T08;FRATURA DA COLUNA, NIVEL NAO ESPECIFICADO
T090;TRAUMATISMO SUPERFICIAL DO TRONCO, NIVEL NAO ESPECIFICADO
T091;FERIMENTO DO TRONCO, NIVEL NAO ESPECIFICADO
T092;LUXACAO, ENTORSE E DISTENSAO DE ARTICULACOES E LIGAMENTOS NAO ESPECIFICADOS DO TRONCO
T093;TRAUMATISMO DE MEDULA ESPINHAL, NIVEL NAO ESPECIFICADO
T094;TRAUMATISMO DE NERVOS, DE RAIZES DE NERVOS ESPINHAIS E DE PLEXOS NAO ESPECIFICADOS DO TRONCO
T095;TRAUMATISMO DE MUSCULO E TENDAO NAO ESPECIFICADOS DO TRONCO
T096;AMPUTACAO TRAUMATICA DO TRONCO, NIVEL NAO ESPECIFICADO
T098;OUTROS TRAUMATISMOS ESPECIFICADOS DO TRONCO, NIVEL NAO ESPECIFICADO
T099;TRAUMATISMO NAO ESPECIFICADO DO TRONCO, NIVEL NAO ESPECIFICADO
T10;FRATURA DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T110;TRAUMATISMO SUPERFICIAL DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T111;FERIMENTO DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T112;LUXACAO, ENTORSE E DISTENSAO DE ARTICULACAO E LIGAMENTO NAO ESPECIFICADOS DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T113;TRAUMATISMO DE NERVO NAO ESPECIFICADO DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T114;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO, DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T115;TRAUMATISMO DE MUSCULO E TENDAO NAO ESPECIFICADO DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T116;AMPUTACAO TRAUMATICA DO MEMBRO SUPERIOR, NIVEL NAO ESPECIFICADO
T118;OUTROS TRAUMATISMOS ESPECIFICADOS DO MEMBRO SUPERIOR NIVEL NAO ESPECIFICADO
T119;TRAUMATISMO NAO ESPECIFICADO DO MEMBRO SUPERIOR NIVEL NAO ESPECIFICADO
T12;FRATURA DO MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T130;TRAUMATISMO SUPERFICIAL DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T131;FERIMENTO DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T132;LUXACAO, ENTORSE E DISTENSAO DE ARTICULACAO E LIGAMENTO NAO ESPECIFICADOS DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T133;TRAUMATISMO DE NERVO NAO ESPECIFICADO DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T134;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T135;TRAUMATISMO DE MUSCULO E TENDAO NAO ESPECIFICADO DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T136;AMPUTACAO TRAUMATICA DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T138;OUTROS TRAUMATISMOS ESPECIFICADOS DE MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T139;TRAUMATISMO NAO ESPECIFICADO DO MEMBRO INFERIOR, NIVEL NAO ESPECIFICADO
T140;TRAUMATISMO SUPERFICIAL DE REGIAO NAO ESPECIFICADA DO CORPO
T141;FERIMENTO DE REGIAO NAO ESPECIFICADA DO CORPO
T142;FRATURA DE REGIAO NAO ESPECIFICADA DO CORPO
T143;LUXACAO, ENTORSE E DISTENSAO DE REGIAO NAO ESPECIFICADA DO CORPO
T144;TRAUMATISMO DE NERVO(S) DE REGIAO NAO ESPECIFICADA DO CORPO
T145;TRAUMATISMO DE VASO(S) SANGUINEO(S) DE REGIAO NAO ESPECIFICADA DO CORPO
T146;TRAUMATISMO DE MUSCULOS E TENDOES DE REGIAO NAO ESPECIFICADA DO CORPO
T147;TRAUMATISMO POR ESMAGAMENTO E AMPUTACAO TRAUMATICA DE REGIOES NAO ESPECIFICADAS DO CORPO
T148;OUTROS TRAUMATISMOS DE REGIAO NAO ESPECIFICADA DO CORPO
T149;TRAUMATISMO NAO ESPECIFICADO
T150;CORPO ESTRANHO NA CORNEA
T151;CORPO ESTRANHO NO SACO CONJUNTIVAL
T158;CORPO ESTRANHO EM OUTROS LOCAIS E EM LOCAIS MULTIPLOS DA PARTE EXTERNA DO OLHO
T159;CORPO ESTRANHO EM PARTE NAO ESPECIFICADA DA REGIAO EXTERNA DO OLHO
T16;CORPO ESTRANHO NO OUVIDO
T170;CORPO ESTRANHO NO SEIO NASAL
T171;CORPO ESTRANHO NA NARINA
T172;CORPO ESTRANHO NA FARINGE
T173;CORPO ESTRANHO NA LARINGE
T174;CORPO ESTRANHO NA TRAQUEIA
T175;CORPO ESTRANHO NO BRONQUIO
T178;CORPO ESTRANHO EM OUTRAS PARTES E PARTES MULTIPLAS DO TRATO RESPIRATORIO
T179;CORPO ESTRANHO NO TRATO RESPIRATORIO, PARTE NAO ESPECIFICADA
T180;CORPO ESTRANHO NA BOCA
T181;CORPO ESTRANHO NO ESOFAGO
T182;CORPO ESTRANHO NO ESTOMAGO
T183;CORPO ESTRANHO NO INTESTINO DELGADO
T184;CORPO ESTRANHO NO COLON
T185;CORPO ESTRANHO NO ANUS E RETO
T188;CORPO ESTRANHO EM OUTRAS PARTES E PARTES MULTIPLAS DO APARELHO DIGESTIVO
T189;CORPO ESTRANHO EM PARTE NAO ESPECIFICADA DO APARELHO DIGESTIVO
T190;CORPO ESTRANHO NA URETRA
T191;CORPO ESTRANHO NA BEXIGA
T192;CORPO ESTRANHO NA VULVA E VAGINA
T193;CORPO ESTRANHO NO UTERO [QUALQUER PARTE]
T198;CORPO ESTRANHO EM OUTRAS PARTES E PARTES MULTIPLAS DO TRATO GENITURINARIO
T199;CORPO ESTRANHO NO TRATO GENITURINARIO, PARTE NAO ESPECIFICADA
T200;QUEIMADURA DA CABECA E DO PESCOCO, GRAU NAO ESPECIFICADO
T201;QUEIMADURA DE PRIMEIRO GRAU DA CABECA E DO PESCOCO
